case_set_id,method,run,delta_case_set_match,delta_Hit@10,delta_Hit@50,delta_Hit@100,delta_Hit@200,delta_MRR,delta_MeanR@100,delta_MicroR@100,delta_gold_hit@100,delta_gold_hit@200,Hit@10,Hit@50,Hit@100,Hit@200,MRR,MeanR@100,MicroR@100,gold_hit@100,gold_hit@200,Hit@10_main,Hit@50_main,Hit@100_main,Hit@200_main,MRR_main,MeanR@100_main,MicroR@100_main,gold_hit@100_main,gold_hit@200_main
4036eaaa82a9,GraphDRx without T anchor branch,ablation_no_T,True,0.0444444444444444,0.011111111111111183,0.0,0.0,0.014322997875516663,-0.003242654235372733,0.005639097744360888,6.0,-3.0,0.6,0.9,0.9222222222222223,0.9222222222222223,0.3039800557200701,0.6009948514775153,0.5112781954887218,544.0,570.0,0.5555555555555556,0.8888888888888888,0.9222222222222223,0.9222222222222223,0.2896570578445534,0.604237505712888,0.5056390977443609,538.0,573.0
4036eaaa82a9,GraphDRx without B vector branch,ablation_no_B,True,0.011111111111111072,0.011111111111111183,0.0,0.0,0.026550255632726005,-0.011918566698654431,-0.003759398496240629,-4.0,-14.0,0.5666666666666667,0.9,0.9222222222222223,0.9222222222222223,0.31620731347727943,0.5923189390142336,0.5018796992481203,534.0,559.0,0.5555555555555556,0.8888888888888888,0.9222222222222223,0.9222222222222223,0.2896570578445534,0.604237505712888,0.5056390977443609,538.0,573.0
4036eaaa82a9,GraphDRx without C semantic-prior branch,ablation_no_C,True,-0.23333333333333334,-0.37777777777777777,-0.3666666666666667,-0.3666666666666667,-0.13176918634622223,-0.4176501934716949,-0.3881578947368421,-413.0,-448.0,0.32222222222222224,0.5111111111111111,0.5555555555555556,0.5555555555555556,0.1578878714983312,0.18658731224119313,0.1174812030075188,125.0,125.0,0.5555555555555556,0.8888888888888888,0.9222222222222223,0.9222222222222223,0.2896570578445534,0.604237505712888,0.5056390977443609,538.0,573.0
4036eaaa82a9,GraphDRx without D direct branch,ablation_no_D,True,0.0444444444444444,0.0,0.0,0.0,0.02147811643992431,0.00015549391277536184,0.0009398496240601295,1.0,-4.0,0.6,0.8888888888888888,0.9222222222222223,0.9222222222222223,0.31113517428447773,0.6043929996256634,0.506578947368421,539.0,569.0,0.5555555555555556,0.8888888888888888,0.9222222222222223,0.9222222222222223,0.2896570578445534,0.604237505712888,0.5056390977443609,538.0,573.0
4036eaaa82a9,GraphDRx GPT-OSS proposer ON matched,proposer_on_gptoss_matched,True,0.033333333333333326,-0.07777777777777772,-0.03333333333333344,-0.022222222222222254,0.05045586062358576,0.006308821377591478,0.0028195488721804995,3.0,12.0,0.5888888888888889,0.8111111111111111,0.8888888888888888,0.9,0.3401129184681392,0.6105463270904795,0.5084586466165414,541.0,585.0,0.5555555555555556,0.8888888888888888,0.9222222222222223,0.9222222222222223,0.2896570578445534,0.604237505712888,0.5056390977443609,538.0,573.0
